Word Pair,Count
"('lor', 'tornare')",1
"('lor', 'satollo')",1
"('casa', 'correggimento')",1
"('casa', 'pastore')",1
"('casa', 'tornare')",3
"('casa', 'satollo')",1
"('correggimento', 'pastore')",1
"('correggimento', 'tornare')",1
"('correggimento', 'satollo')",1
"('pastore', 'tornare')",1
"('pastore', 'satollo')",1
"('satollo', 'tornare')",1
"('lasciare', 'potere')",4
"('potere', 'stare')",3
"('contado', 'potere')",1
"('città', 'potere')",2
"('potere', 'ritornare')",1
"('dire', 'lasciare')",3
"('dire', 'stare')",3
"('contado', 'dire')",1
"('dire', 'ritornare')",1
"('contado', 'lasciare')",1
"('città', 'lasciare')",2
"('lasciare', 'ritornare')",1
"('contado', 'stare')",1
"('città', 'stare')",2
"('ritornare', 'stare')",1
"('città', 'contado')",1
"('contado', 'ritornare')",1
"('città', 'ritornare')",1
"('non', 'tanto')",1
"('non', 'tal')",1
"('crudeltà', 'non')",1
"('cielo', 'non')",2
"('tal', 'tanto')",1
"('crudeltà', 'tanto')",1
"('cielo', 'tanto')",1
"('parte', 'tanto')",1
"('essere', 'tal')",1
"('crudeltà', 'tal')",1
"('cielo', 'tal')",1
"('parte', 'tal')",1
"('crudeltà', 'essere')",1
"('cielo', 'essere')",2
"('cielo', 'crudeltà')",1
"('crudeltà', 'parte')",1
"('cielo', 'parte')",1
"('infra', 'uomo')",1
"(""'l"", 'uomo')",2
"('marzo', 'uomo')",1
"('prossimo', 'uomo')",1
"('luglio', 'uomo')",1
"('uomo', 'vegnente')",1
"('forza', 'uomo')",2
"(""'l"", 'infra')",1
"('infra', 'marzo')",1
"('infra', 'prossimo')",1
"('infra', 'luglio')",1
"('infra', 'vegnente')",1
"('forza', 'infra')",1
"(""'l"", 'marzo')",1
"(""'l"", 'prossimo')",1
"(""'l"", 'luglio')",1
"(""'l"", 'vegnente')",1
"(""'l"", 'forza')",1
"('marzo', 'prossimo')",1
"('luglio', 'marzo')",1
"('marzo', 'vegnente')",1
"('forza', 'marzo')",1
"('luglio', 'prossimo')",1
"('prossimo', 'vegnente')",1
"('forza', 'prossimo')",1
"('luglio', 'vegnente')",1
"('forza', 'luglio')",1
"('forza', 'vegnente')",1
"('infermità', 'pestifero')",1
"('essere', 'pestifero')",1
"('infermo', 'pestifero')",1
"('pestifero', 'servire')",1
"('abbandonato', 'pestifero')",1
"('infermità', 'servire')",1
"('abbandonato', 'infermità')",1
"('infermo', 'servire')",1
"('abbandonato', 'infermo')",1
"('abbandonato', 'servire')",1
"('bisogno', 'paura')",1
"('aveono', 'bisogno')",1
"('bisogno', 'sano')",1
"('bisogno', 'centomilia')",1
"('bisogno', 'creatura')",1
"('bisogno', 'umano')",1
"('aveono', 'paura')",1
"('paura', 'sano')",1
"('centomilia', 'paura')",1
"('creatura', 'paura')",1
"('paura', 'umano')",1
"('aveono', 'sano')",1
"('aveono', 'centomilia')",1
"('aveono', 'creatura')",1
"('aveono', 'umano')",1
"('centomilia', 'sano')",1
"('creatura', 'sano')",1
"('sano', 'umano')",1
"('centomilia', 'creatura')",1
"('centomilia', 'umano')",1
"('creatura', 'umano')",1
"('credere', 'muro')",1
"('città', 'credere')",1
"('Firenze', 'credere')",1
"('credere', 'essere')",21
"('credere', 'vita')",1
"('credere', 'togliere')",1
"('Firenze', 'muro')",1
"('essere', 'muro')",3
"('muro', 'vita')",1
"('muro', 'togliere')",1
"('Firenze', 'città')",1
"('città', 'vita')",1
"('città', 'togliere')",1
"('Firenze', 'essere')",2
"('Firenze', 'vita')",1
"('Firenze', 'togliere')",1
"('essere', 'vita')",16
"('essere', 'togliere')",6
"('togliere', 'vita')",1
"('accidente', 'mortifero')",1
"('accidente', 'non')",2
"('accidente', 'estimare')",1
"('mortifero', 'non')",1
"('estimare', 'mortifero')",1
"('avere', 'mortifero')",1
"('estimare', 'non')",1
"('avere', 'estimare')",2
"('gran', 'palagi')",1
"('bello', 'gran')",2
"('casa', 'gran')",1
"('gran', 'nobile')",1
"('abituro', 'gran')",1
"('bello', 'palagi')",1
"('casa', 'palagi')",1
"('nobile', 'palagi')",1
"('abituro', 'palagi')",1
"('bello', 'casa')",2
"('bello', 'nobile')",2
"('abituro', 'bello')",1
"('casa', 'nobile')",1
"('abituro', 'casa')",1
"('abituro', 'nobile')",1
"('adietro', 'famiglia')",1
"('adietro', 'pieno')",1
"('adietro', 'signore')",1
"('adietro', 'donna')",1
"('adietro', 'menomo')",1
"('adietro', 'fante')",1
"('famiglia', 'pieno')",1
"('famiglia', 'signore')",1
"('donna', 'famiglia')",1
"('famiglia', 'menomo')",1
"('famiglia', 'fante')",1
"('pieno', 'signore')",1
"('donna', 'pieno')",1
"('menomo', 'pieno')",1
"('fante', 'pieno')",1
"('donna', 'signore')",1
"('menomo', 'signore')",1
"('fante', 'signore')",1
"('donna', 'menomo')",1
"('donna', 'fante')",2
"('fante', 'menomo')",1
"('rimaser', 'voto')",1
"('memorabile', 'schiatta')",1
"('ampissime', 'memorabile')",1
"('eredità', 'memorabile')",1
"('ampissime', 'schiatta')",1
"('eredità', 'schiatta')",1
"('ampissime', 'eredità')",1
"('famoso', 'ricchezza')",1
"('famoso', 'vedere')",1
"('famoso', 'successor')",1
"('debito', 'famoso')",1
"('famoso', 'rimanere')",1
"('ricchezza', 'vedere')",1
"('ricchezza', 'successor')",1
"('debito', 'ricchezza')",1
"('ricchezza', 'rimanere')",1
"('successor', 'vedere')",1
"('debito', 'vedere')",1
"('rimanere', 'vedere')",1
"('debito', 'successor')",1
"('rimanere', 'successor')",1
"('debito', 'rimanere')",1
"('bello', 'uomo')",2
"('quanti', 'uomo')",1
"('leggiadro', 'uomo')",1
"('giovane', 'uomo')",1
"('bello', 'quanti')",1
"('bello', 'giovane')",2
"('donna', 'quanti')",1
"('donna', 'giovane')",8
"('leggiadro', 'quanti')",1
"('giovane', 'quanti')",1
"('non', 'quanti')",1
"('giovane', 'leggiadro')",2
"('Galieno', 'Ipocrate')",1
"('Esculapio', 'Galieno')",1
"('Galieno', 'giudicare')",1
"('Galieno', 'sano')",1
"('Galieno', 'mattina')",1
"('Esculapio', 'Ipocrate')",1
"('Ipocrate', 'giudicare')",1
"('Ipocrate', 'sano')",1
"('Ipocrate', 'mattina')",1
"('Esculapio', 'giudicare')",1
"('Esculapio', 'sano')",1
"('Esculapio', 'mattina')",1
"('giudicare', 'sano')",1
"('giudicare', 'mattina')",1
"('mattina', 'sano')",1
"('co', 'desinare')",1
"('desinare', 'parente')",1
"('compagno', 'desinare')",1
"('amico', 'desinare')",1
"('desinare', 'sera')",1
"('co', 'parente')",1
"('co', 'compagno')",2
"('amico', 'co')",1
"('co', 'sera')",1
"('compagno', 'parente')",1
"('amico', 'parente')",2
"('parente', 'sera')",1
"('amico', 'compagno')",1
"('compagno', 'sera')",1
"('amico', 'sera')",1
"('altro', 'mondo')",1
"('altro', 'cenaron')",1
"('altro', 'passare')",2
"('cenaron', 'mondo')",1
"('mondo', 'passare')",1
"('cenaron', 'passare')",1
"('increscere', 'medesimo')",1
"('andare', 'medesimo')",2
"('medesimo', 'miseria')",1
"('medesimo', 'ravolgendo')",1
"('andare', 'increscere')",1
"('increscere', 'miseria')",1
"('increscere', 'ravolgendo')",1
"('andare', 'miseria')",1
"('andare', 'ravolgendo')",1
"('miseria', 'ravolgendo')",1
"('star', 'volere')",1
"('parte', 'volere')",2
"('lasciare', 'parte')",1
"('parte', 'star')",1
"('potere', 'schifare')",1
"('potere', 'termine')",1
"('nostro', 'potere')",3
"('abitatore', 'potere')",1
"('dire', 'schifare')",1
"('schifare', 'stare')",1
"('schifare', 'termine')",1
"('nostro', 'schifare')",1
"('città', 'schifare')",1
"('abitatore', 'schifare')",1
"('dire', 'termine')",1
"('dire', 'nostro')",4
"('abitatore', 'dire')",1
"('stare', 'termine')",1
"('nostro', 'stare')",1
"('abitatore', 'stare')",1
"('nostro', 'termine')",1
"('città', 'termine')",1
"('abitatore', 'termine')",1
"('abitatore', 'nostro')",1
"('abitatore', 'città')",1
"('addivenire', 'votare')",1
"('persona', 'votare')",1
"('degno', 'votare')",1
"('fede', 'votare')",1
"('sentire', 'votare')",1
"('addivenire', 'persona')",1
"('addivenire', 'degno')",1
"('addivenire', 'fede')",1
"('addivenire', 'sentire')",1
"('degno', 'persona')",1
"('fede', 'persona')",1
"('persona', 'sentire')",1
"('degno', 'fede')",1
"('degno', 'sentire')",1
"('fede', 'sentire')",2
"('chiesa', 'venerabile')",1
"('Santa', 'venerabile')",1
"('Maria', 'venerabile')",1
"('Novella', 'venerabile')",1
"('martedì', 'venerabile')",1
"('mattina', 'venerabile')",1
"('non', 'venerabile')",1
"('essere', 'venerabile')",1
"('Santa', 'chiesa')",1
"('Maria', 'chiesa')",1
"('Novella', 'chiesa')",1
"('chiesa', 'martedì')",1
"('chiesa', 'mattina')",1
"('chiesa', 'non')",6
"('Maria', 'Santa')",1
"('Novella', 'Santa')",1
"('Santa', 'martedì')",1
"('Santa', 'mattina')",1
"('Santa', 'non')",1
"('Santa', 'essere')",1
"('Maria', 'Novella')",1
"('Maria', 'martedì')",1
"('Maria', 'mattina')",1
"('Maria', 'non')",1
"('Maria', 'essere')",1
"('Novella', 'martedì')",1
"('Novella', 'mattina')",1
"('Novella', 'non')",1
"('Novella', 'essere')",1
"('martedì', 'mattina')",1
"('martedì', 'non')",1
"('essere', 'martedì')",1
"('mattina', 'non')",1
"('essere', 'mattina')",2
"('altro', 'persona')",4
"('altro', 'udire')",1
"('altro', 'divinare')",1
"('altro', 'ufici')",1
"('abito', 'altro')",1
"('altro', 'lugubre')",1
"('altro', 'fare')",6
"('divinare', 'persona')",1
"('persona', 'ufici')",1
"('abito', 'persona')",1
"('lugubre', 'persona')",1
"('divinare', 'udire')",1
"('udire', 'ufici')",1
"('abito', 'udire')",1
"('lugubre', 'udire')",1
"('fare', 'udire')",4
"('divinare', 'ufici')",1
"('abito', 'divinare')",1
"('divinare', 'lugubre')",1
"('divinare', 'fare')",1
"('abito', 'ufici')",1
"('lugubre', 'ufici')",1
"('fare', 'ufici')",1
"('abito', 'lugubre')",1
"('abito', 'fare')",1
"('fare', 'lugubre')",1
"('richiedea', 'stagione')",1
"('ritrovare', 'stagione')",1
"('sette', 'stagione')",1
"('giovane', 'stagione')",1
"('donna', 'stagione')",1
"('richiedea', 'ritrovare')",1
"('richiedea', 'sette')",1
"('giovane', 'richiedea')",1
"('donna', 'richiedea')",1
"('ritrovare', 'sette')",1
"('giovane', 'ritrovare')",1
"('donna', 'ritrovare')",1
"('giovane', 'sette')",1
"('donna', 'sette')",1
"('amistà', 'vicinanza')",1
"('amistà', 'parentado')",2
"('amistà', 'congiunto')",1
"('amistà', 'niuno')",1
"('amistà', 'venti')",1
"('parentado', 'vicinanza')",1
"('congiunto', 'vicinanza')",1
"('niuno', 'vicinanza')",1
"('venti', 'vicinanza')",1
"('congiunto', 'parentado')",1
"('niuno', 'parentado')",1
"('parentado', 'venti')",1
"('congiunto', 'niuno')",1
"('congiunto', 'venti')",1
"('niuno', 'venti')",1
"('anno', 'ottesimo')",1
"('ottesimo', 'passare')",1
"('essere', 'ottesimo')",1
"('minor', 'ottesimo')",1
"('diciotto', 'ottesimo')",1
"('ottesimo', 'savio')",1
"('anno', 'passare')",2
"('anno', 'minor')",1
"('anno', 'diciotto')",1
"('anno', 'savio')",1
"('essere', 'passare')",7
"('minor', 'passare')",1
"('diciotto', 'passare')",1
"('passare', 'savio')",1
"('essere', 'minor')",1
"('diciotto', 'essere')",1
"('essere', 'savio')",8
"('diciotto', 'minor')",1
"('minor', 'savio')",1
"('diciotto', 'savio')",1
"('nobile', 'sangue')",1
"('bello', 'sangue')",1
"('forma', 'sangue')",1
"('ornare', 'sangue')",1
"('costume', 'sangue')",1
"('leggiadro', 'sangue')",1
"('onestà', 'sangue')",1
"('forma', 'nobile')",1
"('nobile', 'ornare')",1
"('costume', 'nobile')",1
"('leggiadro', 'nobile')",1
"('nobile', 'onestà')",1
"('bello', 'forma')",1
"('bello', 'ornare')",1
"('bello', 'costume')",1
"('bello', 'onestà')",1
"('forma', 'ornare')",1
"('costume', 'forma')",1
"('forma', 'leggiadro')",1
"('forma', 'onestà')",1
"('costume', 'ornare')",1
"('leggiadro', 'ornare')",1
"('onestà', 'ornare')",1
"('costume', 'leggiadro')",1
"('costume', 'onestà')",1
"('leggiadro', 'onestà')",1
"('nome', 'proprio')",1
"('forma', 'nome')",1
"('nome', 'raccontare')",1
"('cagione', 'nome')",1
"('dire', 'nome')",1
"('nome', 'non')",3
"('forma', 'proprio')",1
"('proprio', 'raccontare')",1
"('cagione', 'proprio')",1
"('dire', 'proprio')",1
"('non', 'proprio')",1
"('forma', 'raccontare')",1
"('cagione', 'forma')",1
"('dire', 'forma')",1
"('forma', 'non')",1
"('cagione', 'raccontare')",1
"('dire', 'raccontare')",2
"('non', 'raccontare')",5
"('cagione', 'dire')",1
"('non', 'togliere')",2
"('togliere', 'volere')",1
"('raccontare', 'togliere')",1
"('cosa', 'togliere')",2
"('essere', 'volere')",30
"('essere', 'raccontare')",2
"('raccontare', 'volere')",1
"('cosa', 'volere')",4
"('cosa', 'raccontare')",1
"('loro', 'seguire')",1
"('ascoltare', 'loro')",2
"('loro', 'tempo')",1
"('avvenire', 'loro')",2
"('loro', 'potere')",4
"('ascoltare', 'seguire')",1
"('seguire', 'tempo')",1
"('avvenire', 'seguire')",2
"('potere', 'seguire')",3
"('ascoltare', 'tempo')",1
"('ascoltare', 'avvenire')",1
"('ascoltare', 'potere')",1
"('potere', 'tempo')",3
"('prendere', 'restringere')",1
"('legge', 'prendere')",1
"('piacere', 'prendere')",2
"('essere', 'restringere')",1
"('essere', 'legge')",4
"('legge', 'restringere')",1
"('piacere', 'restringere')",1
"('legge', 'piacere')",1
"('cagioni', 'mostrare')",1
"('cagioni', 'essere')",1
"('cagioni', 'non')",1
"('cagioni', 'loro')",1
"('cagioni', 'età')",1
"('essere', 'mostrare')",5
"('loro', 'mostrare')",1
"('età', 'mostrare')",1
"('essere', 'età')",3
"('età', 'non')",3
"('età', 'loro')",1
"('larghissime', 'maturo')",1
"('dare', 'maturo')",1
"('materia', 'maturo')",1
"('invidioso', 'maturo')",1
"('maturo', 'prestare')",1
"('maturo', 'mordere')",1
"('dare', 'larghissime')",1
"('larghissime', 'materia')",1
"('invidioso', 'larghissime')",1
"('larghissime', 'prestare')",1
"('larghissime', 'mordere')",1
"('dare', 'materia')",1
"('dare', 'invidioso')",1
"('dare', 'prestare')",1
"('dare', 'mordere')",1
"('invidioso', 'materia')",1
"('materia', 'prestare')",1
"('materia', 'mordere')",1
"('invidioso', 'prestare')",1
"('invidioso', 'mordere')",1
"('mordere', 'prestare')",1
"('diminuire', 'vita')",1
"('niuno', 'vita')",3
"('atto', 'vita')",1
"('onestà', 'vita')",1
"('valoroso', 'vita')",1
"('diminuire', 'niuno')",1
"('atto', 'diminuire')",1
"('diminuire', 'onestà')",1
"('diminuire', 'valoroso')",1
"('diminuire', 'donna')",1
"('atto', 'niuno')",1
"('niuno', 'onestà')",1
"('niuno', 'valoroso')",1
"('atto', 'onestà')",1
"('atto', 'valoroso')",1
"('atto', 'donna')",1
"('onestà', 'valoroso')",1
"('donna', 'onestà')",1
"('donna', 'valoroso')",4
"('isconci', 'parlari')",1
"('confusione', 'potere')",1
"('comprendere', 'confusione')",1
"('confusione', 'nome')",1
"('confusione', 'qualità')",1
"('comprendere', 'potere')",3
"('nome', 'potere')",1
"('potere', 'qualità')",1
"('comprendere', 'nome')",1
"('comprendere', 'qualità')",1
"('nome', 'qualità')",1
"('conveniente', 'parte')",1
"('conveniente', 'intendere')",1
"('conveniente', 'nominare')",1
"('conveniente', 'primo')",1
"('intendere', 'parte')",1
"('nominare', 'parte')",1
"('parte', 'primo')",1
"('intendere', 'nominare')",1
"('intendere', 'primo')",1
"('nominare', 'primo')",1
"('Pampinea', 'età')",1
"('chiamare', 'età')",1
"('età', 'secondo')",1
"('Fiammetta', 'età')",1
"('Pampinea', 'essere')",5
"('chiamare', 'essere')",11
"('essere', 'secondo')",1
"('Fiammetta', 'essere')",4
"('Pampinea', 'chiamare')",1
"('Pampinea', 'secondo')",1
"('Fiammetta', 'Pampinea')",1
"('chiamare', 'secondo')",1
"('Fiammetta', 'chiamare')",1
"('Fiammetta', 'secondo')",1
"('Filomena', 'terzo')",1
"('Filomena', 'quarto')",1
"('Emilia', 'Filomena')",1
"('Filomena', 'Lauretta')",1
"('Filomena', 'dire')",3
"('Filomena', 'quinto')",1
"('quarto', 'terzo')",1
"('Emilia', 'terzo')",1
"('Lauretta', 'terzo')",1
"('dire', 'terzo')",2
"('quinto', 'terzo')",1
"('Emilia', 'quarto')",1
"('Lauretta', 'quarto')",1
"('dire', 'quarto')",1
"('quarto', 'quinto')",1
"('Emilia', 'Lauretta')",2
"('Emilia', 'dire')",1
"('Emilia', 'quinto')",1
"('Lauretta', 'dire')",1
"('Lauretta', 'quinto')",1
"('dire', 'quinto')",1
"('Neifile', 'sesta')",1
"('sesta', 'ultimo')",1
"('Elissa', 'sesta')",1
"('non', 'sesta')",1
"('nomare', 'sesta')",1
"('Neifile', 'ultimo')",1
"('Elissa', 'Neifile')",1
"('Neifile', 'non')",1
"('Neifile', 'nomare')",1
"('Elissa', 'ultimo')",3
"('non', 'ultimo')",1
"('nomare', 'ultimo')",1
"('Elissa', 'non')",1
"('Elissa', 'nomare')",1
"('nomare', 'non')",1
"('non', 'proponimento')",1
"('non', 'tirato')",1
"('caso', 'non')",2
"('proponimento', 'tirato')",1
"('caso', 'proponimento')",1
"('caso', 'tirato')",1
"('adunare', 'parte')",1
"('cerchio', 'parte')",1
"('parte', 'sedere')",1
"('parte', 'porre')",1
"('adunare', 'chiesa')",1
"('cerchio', 'chiesa')",1
"('chiesa', 'sedere')",1
"('chiesa', 'porre')",1
"('adunare', 'cerchio')",1
"('adunare', 'sedere')",1
"('adunare', 'porre')",1
"('cerchio', 'sedere')",2
"('cerchio', 'porre')",1
"('porre', 'sedere')",2
"('lasciare', 'sospiro')",1
"('sospiro', 'stare')",1
"('dire', 'sospiro')",2
"('de', 'sospiro')",1
"('paternostri', 'sospiro')",1
"('qualità', 'sospiro')",1
"('sospiro', 'tempo')",1
"('molto', 'sospiro')",1
"('de', 'lasciare')",2
"('lasciare', 'paternostri')",1
"('lasciare', 'qualità')",1
"('lasciare', 'tempo')",1
"('lasciare', 'molto')",1
"('de', 'stare')",3
"('paternostri', 'stare')",1
"('qualità', 'stare')",1
"('stare', 'tempo')",1
"('molto', 'stare')",1
"('dire', 'paternostri')",1
"('dire', 'molto')",1
"('de', 'paternostri')",1
"('de', 'qualità')",1
"('de', 'tempo')",1
"('de', 'molto')",1
"('paternostri', 'qualità')",1
"('paternostri', 'tempo')",1
"('molto', 'paternostri')",1
"('qualità', 'tempo')",1
"('molto', 'qualità')",1
"('molto', 'tempo')",1
"('cosa', 'ragionare')",2
"('cominciare', 'ragionare')",2
"('spazio', 'tacere')",1
"('Pampinea', 'spazio')",1
"('Pampinea', 'tacere')",1
"('cominciare', 'tacere')",1
"('Pampinea', 'cominciare')",2
"('donna', 'mio')",1
"('caro', 'donna')",2
"('donna', 'potere')",4
"('avere', 'donna')",6
"('caro', 'mio')",1
"('mio', 'potere')",8
"('mio', 'volta')",3
"('avere', 'mio')",10
"('mio', 'udire')",1
"('caro', 'potere')",2
"('caro', 'volta')",1
"('avere', 'caro')",4
"('caro', 'udire')",1
"('potere', 'udire')",2
"('avere', 'volta')",7
"('udire', 'volta')",3
"('avere', 'udire')",12
"('fare', 'niuno')",2
"('ingiuria', 'niuno')",1
"('niuno', 'usare')",1
"('niuno', 'suo')",3
"('niuno', 'ragione')",1
"('ingiuria', 'persona')",2
"('persona', 'usare')",1
"('persona', 'suo')",3
"('persona', 'ragione')",1
"('fare', 'ingiuria')",6
"('fare', 'usare')",1
"('fare', 'ragione')",1
"('ingiuria', 'usare')",1
"('ingiuria', 'suo')",1
"('ingiuria', 'ragione')",1
"('suo', 'usare')",1
"('ragione', 'usare')",1
"('ragione', 'suo')",1
"('Natural', 'ragione')",1
"('Natural', 'essere')",1
"('essere', 'ragione')",4
"('nascere', 'suo')",1
"('nascere', 'vita')",1
"('nascere', 'potere')",1
"('aiutare', 'nascere')",1
"('conservare', 'nascere')",1
"('suo', 'vita')",9
"('potere', 'suo')",8
"('aiutare', 'suo')",1
"('conservare', 'suo')",1
"('potere', 'vita')",1
"('aiutare', 'vita')",1
"('conservare', 'vita')",1
"('aiutare', 'potere')",2
"('conservare', 'potere')",1
"('aiutare', 'conservare')",1
"('concedesi', 'difendere')",1
"('difendere', 'volta')",1
"('difendere', 'essere')",1
"('addivenire', 'difendere')",1
"('concedesi', 'volta')",1
"('concedesi', 'essere')",1
"('addivenire', 'concedesi')",1
"('addivenire', 'volta')",2
"('addivenire', 'essere')",1
"('colpa', 'guardare')",1
"('essere', 'guardare')",6
"('guardare', 'uccidere')",1
"('guardare', 'uomo')",2
"('colpa', 'essere')",1
"('colpa', 'uccidere')",1
"('colpa', 'uomo')",1
"('essere', 'uccidere')",1
"('uccidere', 'uomo')",2
"('concedere', 'legge')",1
"('concedere', 'sollecitudine')",1
"('concedere', 'essere')",1
"('concedere', 'vivere')",1
"('concedere', 'mortale')",1
"('legge', 'sollecitudine')",1
"('legge', 'vivere')",1
"('legge', 'mortale')",1
"('essere', 'sollecitudine')",1
"('sollecitudine', 'vivere')",1
"('mortale', 'sollecitudine')",1
"('essere', 'mortale')",4
"('mortale', 'vivere')",1
"('essere', 'offesa')",1
"('conservazione', 'onesto')",1
"('nostro', 'onesto')",2
"('onesto', 'vita')",2
"('onesto', 'prendere')",1
"('onesto', 'rimedii')",1
"('conservazione', 'nostro')",1
"('conservazione', 'vita')",1
"('conservazione', 'prendere')",1
"('conservazione', 'rimedii')",1
"('nostro', 'vita')",4
"('nostro', 'prendere')",3
"('nostro', 'rimedii')",1
"('prendere', 'vita')",1
"('rimedii', 'vita')",1
"('prendere', 'rimedii')",1
"('raguardando', 'venire')",1
"('alli', 'venire')",1
"('nostro', 'venire')",1
"('modo', 'venire')",1
"('alli', 'raguardando')",1
"('nostro', 'raguardando')",1
"('modo', 'raguardando')",1
"('alli', 'nostro')",1
"('alli', 'modo')",1
"('modo', 'nostro')",1
"('mattina', 'passato')",1
"('mattina', 'pensare')",1
"('chenti', 'mattina')",1
"('passato', 'pensare')",1
"('chenti', 'passato')",1
"('chenti', 'pensare')",1
"('nostro', 'ragionamento')",1
"('comprendere', 'nostro')",1
"('nostro', 'similemente')",1
"('comprendere', 'ragionamento')",1
"('ragionamento', 'similemente')",1
"('potere', 'ragionamento')",1
"('comprendere', 'similemente')",1
"('potere', 'similemente')",1
"('comprendere', 'medesima')",1
"('comprendere', 'dubitare')",1
"('comprendere', 'maraviglio')",1
"('dubitare', 'medesima')",1
"('maraviglio', 'medesima')",1
"('dubitare', 'maraviglio')",1
"('forte', 'maravigliomi')",1
"('avere', 'maravigliomi')",1
"('maravigliomi', 'sentimento')",1
"('avere', 'forte')",2
"('forte', 'sentimento')",1
"('avere', 'sentimento')",1
"('donna', 'prendere')",3
"('donna', 'temere')",1
"('non', 'temere')",5
"('prendere', 'temere')",1
"('dimorare', 'parere')",1
"('dimorare', 'mio')",1
"('dimorare', 'non')",3
"('mio', 'parere')",4
"('non', 'parere')",12
"('mio', 'non')",9
"('essere', 'volessimo')",1
"('dovessimo', 'essere')",1
"('essere', 'testimonie')",1
"('essere', 'sieno')",3
"('dovessimo', 'volessimo')",1
"('testimonie', 'volessimo')",1
"('corpo', 'volessimo')",1
"('morire', 'volessimo')",1
"('sieno', 'volessimo')",1
"('dovessimo', 'testimonie')",1
"('corpo', 'dovessimo')",1
"('dovessimo', 'morire')",1
"('dovessimo', 'sieno')",1
"('corpo', 'testimonie')",1
"('morire', 'testimonie')",1
"('sieno', 'testimonie')",1
"('corpo', 'morire')",1
"('corpo', 'sieno')",1
"('morire', 'sieno')",1
"('recare', 'sepoltura')",1
"('ascoltare', 'sepoltura')",1
"('frate', 'sepoltura')",1
"('numero', 'sepoltura')",1
"('essere', 'sepoltura')",2
"('ascoltare', 'recare')",1
"('frate', 'recare')",1
"('numero', 'recare')",1
"('essere', 'recare')",1
"('ascoltare', 'frate')",1
"('ascoltare', 'numero')",1
"('ascoltare', 'essere')",5
"('frate', 'numero')",1
"('essere', 'frate')",15
"('debito', 'venire')",1
"('ora', 'venire')",1
"('cantare', 'venire')",2
"('loro', 'venire')",1
"('ufici', 'venire')",1
"('dimostrare', 'venire')",1
"('debito', 'ora')",2
"('cantare', 'debito')",1
"('debito', 'loro')",1
"('debito', 'ufici')",1
"('debito', 'dimostrare')",1
"('cantare', 'ora')",1
"('loro', 'ora')",1
"('ora', 'ufici')",1
"('dimostrare', 'ora')",1
"('cantare', 'loro')",1
"('cantare', 'ufici')",1
"('cantare', 'dimostrare')",1
"('loro', 'ufici')",2
"('dimostrare', 'loro')",1
"('dimostrare', 'ufici')",1
"('apparisce', 'nostri')",1
"('abito', 'apparisce')",1
"('apparisce', 'qualità')",1
"('apparisce', 'quantità')",1
"('apparisce', 'nostro')",1
"('apparisce', 'miseria')",1
"('abito', 'nostri')",1
"('nostri', 'qualità')",1
"('nostri', 'quantità')",1
"('nostri', 'nostro')",1
"('miseria', 'nostri')",1
"('abito', 'qualità')",1
"('abito', 'quantità')",1
"('abito', 'nostro')",1
"('abito', 'miseria')",1
"('qualità', 'quantità')",1
"('nostro', 'qualità')",1
"('miseria', 'qualità')",1
"('nostro', 'quantità')",1
"('miseria', 'quantità')",1
"('corpo', 'uscire')",2
"('morto', 'uscire')",1
"('infermo', 'uscire')",1
"('trasportare', 'uscire')",1
"('torno', 'uscire')",1
"('corpo', 'infermo')",1
"('corpo', 'trasportare')",1
"('corpo', 'torno')",1
"('morto', 'trasportare')",1
"('morto', 'torno')",1
"('infermo', 'trasportare')",1
"('infermo', 'torno')",1
"('torno', 'trasportare')",1
"('difetto', 'loro')",1
"('autorità', 'loro')",1
"('loro', 'publiche')",1
"('legge', 'loro')",1
"('autorità', 'difetto')",1
"('difetto', 'publiche')",1
"('difetto', 'legge')",1
"('autorità', 'publiche')",1
"('autorità', 'legge')",1
"('legge', 'publiche')",1
"('condannare', 'essilio')",1
"('condannare', 'schernire')",1
"('condannare', 'sentire')",1
"('condannare', 'essecutori')",1
"('essilio', 'schernire')",1
"('essilio', 'sentire')",1
"('essecutori', 'essilio')",1
"('schernire', 'sentire')",1
"('essecutori', 'schernire')",1
"('essecutori', 'sentire')",1
"('malato', 'morto')",1
"('dispiacevoli', 'morto')",1
"('impeto', 'morto')",1
"('discorrere', 'morto')",1
"('dispiacevoli', 'malato')",1
"('impeto', 'malato')",1
"('malato', 'terra')",1
"('discorrere', 'malato')",1
"('dispiacevoli', 'impeto')",1
"('dispiacevoli', 'terra')",1
"('discorrere', 'dispiacevoli')",1
"('impeto', 'terra')",1
"('discorrere', 'impeto')",1
"('discorrere', 'terra')",1
"('feccia', 'nostro')",2
"('città', 'feccia')",1
"('feccia', 'sangue')",1
"('feccia', 'riscaldare')",1
"('chiamare', 'feccia')",1
"('becchino', 'feccia')",1
"('nostro', 'nostro')",1
"('nostro', 'sangue')",2
"('nostro', 'riscaldare')",2
"('chiamare', 'nostro')",2
"('becchino', 'nostro')",2
"('città', 'sangue')",1
"('città', 'riscaldare')",1
"('chiamare', 'città')",1
"('becchino', 'città')",1
"('riscaldare', 'sangue')",1
"('chiamare', 'sangue')",1
"('becchino', 'sangue')",1
"('chiamare', 'riscaldare')",1
"('becchino', 'riscaldare')",1
"('andare', 'istrazio')",1
"('cavalcare', 'istrazio')",1
"('discorrere', 'istrazio')",1
